transaction_id,account_id,customer_id,timestamp,amount,currency,merchant_name,merchant_category,merchant_mcc,transaction_type,payment_channel,city,country,counterparty_iban,label,category,subcategory,is_subscription,is_salary,is_transfer,is_cash_withdrawal,balance_after_transaction
3609af85ea2f466f89d01ac1eb3431e9,A00000001,C0000001,2024-01-01T21:26:41,-1980.03,USD,Cardinal Regional Bank - Mortgage,finance,6012,ach_debit,direct_debit,,US,,LOAN PMT MORTGAGE,finance,mortgage,False,False,False,False,4953.46
27af5a3118b647e09e2ee206bc7b5f06,A00000001,C0000001,2024-01-01T09:22:32,-8.66,USD,Costco,groceries,5411,card_payment,in_store,Chicago,US,,COSTCO,groceries,supermarket,False,False,False,False,4944.8
e9a202dbdef54362b5563fa4522a3343,A00000001,C0000001,2024-01-01T18:45:24,-134.82,USD,Costco,groceries,5411,card_payment_contactless,contactless,Chicago,US,,COSTCO,groceries,supermarket,False,False,False,False,4809.98
860989e43f4a49b2be2ca5bab8d91009,A00000001,C0000001,2024-01-01T17:15:12,-158.25,USD,Best Buy,shopping,5722,card_payment_contactless,contactless,Chicago,US,,BEST BUY,shopping,electronics,False,False,False,False,4651.73
2bdd7dd39e934817a12161d4445fe430,A00000001,C0000001,2024-01-01T21:58:57,-60.01,USD,Local Diner,dining,5812,card_payment_contactless,contactless,Chicago,US,,LOCAL DINER,dining,restaurant,False,False,False,False,4591.72
2ef3a1a79a45431bb996e64817bb53c1,A00000001,C0000001,2024-01-03T18:12:18,-440.53,USD,Cardinal Regional Bank - Auto Loan,finance,6012,ach_debit,direct_debit,,US,,LOAN PMT AUTO LOAN,finance,auto_loan,False,False,False,False,4151.19
5a30c5f74b944a0b964a46129883e4bd,A00000001,C0000001,2024-01-03T20:05:30,-108.32,USD,Dental Associates,health,8021,card_payment_contactless,contactless,Chicago,US,,DENTAL ASSOCIATES,health,dentist,False,False,False,False,4042.87
78b89cf739e24b759518ee7d24c9c94c,A00000001,C0000001,2024-01-03T16:11:04,-41.9,USD,H&M,shopping,5651,card_payment_contactless,contactless,Chicago,US,,H&M,shopping,clothing,False,False,False,False,4000.97
09ea025230f849e19a9ed2d0de98ae55,A00000001,C0000001,2024-01-03T17:43:42,-8.51,USD,Local Bakery,groceries,5462,card_payment,in_store,Chicago,US,,LOCAL BAKERY,groceries,bakery,False,False,False,False,3992.46
42dca7868d5c4e4d9f68a50a55a9852c,A00000001,C0000001,2024-01-04T22:56:22,-1701.8,USD,Realty Partners,housing,6513,ach_debit,direct_debit,,US,,ACH RENT,housing,rent,False,False,False,False,2290.66
13375b3554f840e88a5f39baaa2e360d,A00000001,C0000001,2024-01-04T09:14:59,-48.43,USD,Walmart,groceries,5411,card_payment_online,online,,US,,WALMART,groceries,supermarket,False,False,False,False,2242.23
ca2d4cc76b8045969bd81210141b58bb,A00000001,C0000001,2024-01-04T16:06:00,-72.07,USD,Safeway,groceries,5411,card_payment,in_store,Chicago,US,,SAFEWAY,groceries,supermarket,False,False,False,False,2170.16
d542889898bd412e8c81507c7daee6c1,A00000001,C0000001,2024-01-04T22:54:54,-201.4,USD,Marriott,travel,7011,card_payment_online,online,,US,,MARRIOTT,travel,hotel,False,False,False,False,1968.76
92df3a75abee496e890731ef87631010,A00000001,C0000001,2024-01-04T10:11:54,-112.16,USD,Target,groceries,5411,card_payment_contactless,contactless,Chicago,US,,TARGET #,groceries,supermarket,False,False,False,False,1856.61
6c0120f4eedb431c87f22db7c9bc0f80,A00000001,C0000001,2024-01-04T15:16:45,-11.1,USD,Trader Joe's,groceries,5411,card_payment,in_store,Chicago,US,,TRADER JOE'S,groceries,supermarket,False,False,False,False,1845.51
ff4ce7112d8846d08ed9a04bbfcfe80a,A00000001,C0000001,2024-01-05T15:47:50,-40.12,USD,Etsy,shopping,5699,card_payment_online,online,,US,,ETSY,shopping,ecommerce,False,False,False,False,1805.39
13443d1e56e1484291001f6020f76c52,A00000001,C0000001,2024-01-05T07:17:46,-12.91,USD,SpotHero,transport,7523,card_payment_contactless,contactless,Chicago,US,,SPOTHERO,transport,parking,False,False,False,False,1792.48
a681e16e44aa48b89f862ce9cafa3d34,A00000001,C0000001,2024-01-05T15:17:50,-92.06,USD,Whole Foods,groceries,5411,card_payment_online,online,,US,,WHOLE FOODS,groceries,supermarket,False,False,False,False,1700.42
0ffb8108482642b0a9708c4c58e2d1cc,A00000001,C0000001,2024-01-05T19:30:50,-41.61,USD,Walgreens,health,5912,card_payment,in_store,Chicago,US,,WALGREENS,health,pharmacy,False,False,False,False,1658.8
c05f43b9bb8a4376b4f139ff1b8c6811,A00000001,C0000001,2024-01-05T09:02:10,-107.68,USD,Chevron,transport,5541,card_payment_contactless,contactless,Chicago,US,,CHEVRON,transport,fuel,False,False,False,False,1551.13
c42c7e671477440082fc32966b3e340b,A00000001,C0000001,2024-01-06T16:08:56,-92.69,USD,AT&T,telecom,4814,ach_debit,direct_debit,,US,,AT&T,telecom,mobile,True,False,False,False,1458.44
2c8c309453a4476b8d8807b7e535183d,A00000001,C0000001,2024-01-06T13:00:11,-17.04,USD,McDonald's,dining,5814,card_payment,in_store,Chicago,US,,MCDONALD'S,dining,fast_food,False,False,False,False,1441.4
525fefcde8084b02b64ad84c9f7bb41e,A00000001,C0000001,2024-01-06T17:48:05,-43.0,USD,Aldi,groceries,5411,card_payment,in_store,Chicago,US,,ALDI,groceries,supermarket,False,False,False,False,1398.4
e02f0ebebe6140bd83bbfd4223090cdc,A00000001,C0000001,2024-01-06T08:07:21,-24.22,USD,Uber,transport,4121,card_payment_online,online,,US,,UBER  *TRIP,transport,rideshare,False,False,False,False,1374.18
07d77d6c36e64731ba20bb066fc6badb,A00000001,C0000001,2024-01-06T19:37:10,-6.93,USD,Starbucks,dining,5814,card_payment_online,online,,US,,STARBUCKS,dining,coffee,False,False,False,False,1367.24
b8ccd87d8ca949629f82e1921bd6d2ed,A00000001,C0000001,2024-01-07T10:06:19,-59.91,USD,Amazon,shopping,5942,card_payment_online,online,,US,,AMAZON.COM,shopping,ecommerce,False,False,False,False,1307.33
0785fd3320064157950cec75c14c0c07,A00000001,C0000001,2024-01-07T07:14:17,-205.84,USD,Nike,shopping,5661,card_payment_contactless,contactless,Chicago,US,,NIKE,shopping,footwear,False,False,False,False,1101.49
605bff5cd5ce4a33b69295cf1c6e2122,A00000001,C0000001,2024-01-07T11:36:24,-20.89,USD,7-Eleven,groceries,5411,card_payment,in_store,Chicago,US,,7-ELEVEN,groceries,convenience,False,False,False,False,1080.6
0719463943474988969f421f51f64707,A00000001,C0000001,2024-01-07T09:44:25,-10.75,USD,7-Eleven,groceries,5411,card_payment_contactless,contactless,Chicago,US,,7-ELEVEN,groceries,convenience,False,False,False,False,1069.86
38fd03c6ebf3413ca05e35093b60eadd,A00000001,C0000001,2024-01-07T17:50:38,-8.66,USD,McDonald's,dining,5814,card_payment_contactless,contactless,Chicago,US,,MCDONALD'S,dining,fast_food,False,False,False,False,1061.2
2e721eae229a4b70bf341f5d45969e81,A00000001,C0000001,2024-01-07T14:30:08,-36.96,USD,McDonald's,dining,5814,card_payment_online,online,,US,,MCDONALD'S,dining,fast_food,False,False,False,False,1024.24
953cc991b0c04a18a7b6f111df3613bb,A00000001,C0000001,2024-01-07T10:28:38,-15.44,USD,Safeway,groceries,5411,card_payment,in_store,Chicago,US,,SAFEWAY,groceries,supermarket,False,False,False,False,1008.8
5fd4bda263624a85a29a69aeedb48920,A00000001,C0000001,2024-01-07T14:55:49,-60.0,USD,ATM,finance,6011,atm_withdrawal,atm,Chicago,US,,ATM WITHDRAWAL CHICAGO,finance,atm_withdrawal,False,False,False,True,948.8
fb13c6c19067468b89de9ed47b820ae6,A00000001,C0000001,2024-01-08T19:40:42,-14.35,USD,Trader Joe's,groceries,5411,card_payment,in_store,Chicago,US,,TRADER JOE'S,groceries,supermarket,False,False,False,False,934.46
86d3047f009c4eb888d5c62f16f35e61,A00000001,C0000001,2024-01-08T20:22:35,-27.92,USD,Panera Bread,dining,5814,card_payment,in_store,Chicago,US,,PANERA BREAD,dining,fast_food,False,False,False,False,906.53
7ce39d53b9ef4080a88da4ff10c165a7,A00000001,C0000001,2024-01-08T19:10:42,-33.38,USD,Uber Eats,dining,5812,card_payment_online,online,,US,,UBER *EATS,dining,delivery,False,False,False,False,873.15
e63fc48b585c49b9b87c427cdf7350b4,A00000001,C0000001,2024-01-09T21:22:24,-286.63,USD,Best Buy,shopping,5722,card_payment_contactless,contactless,Chicago,US,,BEST BUY,shopping,electronics,False,False,False,False,586.52
bd6aefd4fc174710b47391da4a58a2ec,A00000001,C0000001,2024-01-09T11:09:10,-45.93,USD,Amazon,shopping,5942,card_payment_online,online,,US,,AMZN MKTP US,shopping,ecommerce,False,False,False,False,540.59
c97122ceb019428fa0465bff25f05210,A00000001,C0000001,2024-01-09T19:25:17,-127.55,USD,Walmart,groceries,5411,card_payment_online,online,,US,,WM SUPERCENTER,groceries,supermarket,False,False,False,False,413.04
553cdc244a32440bb83658ba5f01bcfd,A00000001,C0000001,2024-01-10T15:58:29,-109.8,USD,Delta Air Lines,travel,4511,card_payment_online,online,,US,,DELTA AIR LINES,travel,flight,False,False,False,False,303.24
ecabc90a85fe46cea66a6ba4ea3122c0,A00000001,C0000001,2024-01-10T13:23:19,-23.48,USD,CVS Pharmacy,health,5912,card_payment_contactless,contactless,Chicago,US,,CVS PHARMACY,health,pharmacy,False,False,False,False,279.76
dadf8f1d22e840a796ac89d84197fd2b,A00000001,C0000001,2024-01-11T22:17:39,-100.14,USD,Whole Foods,groceries,5411,card_payment,in_store,Chicago,US,,WHOLE FOODS,groceries,supermarket,False,False,False,False,179.62
fbd00ec147474de897deb963985a97d6,A00000001,C0000001,2024-01-11T15:29:41,-108.42,USD,Safeway,groceries,5411,card_payment_contactless,contactless,Chicago,US,,SAFEWAY,groceries,supermarket,False,False,False,False,71.2
b60e646d23a64f9ca87bf3922e391722,A00000001,C0000001,2024-01-11T15:10:38,-192.83,USD,Dental Associates,health,8021,card_payment,in_store,Chicago,US,,DENTAL ASSOCIATES,health,dentist,False,False,False,False,-121.63
6cc5a505169e4d16be9a0575393789b2,A00000001,C0000001,2024-01-12T08:23:29,-31.6,USD,Uber,transport,4121,card_payment_online,online,,US,,UBER TRIP,transport,rideshare,False,False,False,False,-153.23
28deb45f633d407f93bbc313aa3fe661,A00000001,C0000001,2024-01-12T20:02:37,-10.72,USD,Costco,groceries,5411,card_payment,in_store,Chicago,US,,COSTCO,groceries,supermarket,False,False,False,False,-163.95
8d5aa906f3c04b57b142b9335b72cf01,A00000001,C0000001,2024-01-12T10:42:27,-170.81,USD,Costco,groceries,5411,card_payment,in_store,Chicago,US,,COSTCO,groceries,supermarket,False,False,False,False,-334.76
e103cbb6299048f6b2cb56af5d8b49b3,A00000001,C0000001,2024-01-12T08:29:45,-85.57,USD,Shell,transport,5541,card_payment_contactless,contactless,Chicago,US,,SHELL OIL,transport,fuel,False,False,False,False,-420.33
88a5308ba48a4b3a8fec09df0b1c47ed,A00000001,C0000001,2024-01-12T15:56:52,-53.93,USD,Chevron,transport,5541,card_payment,in_store,Chicago,US,,CHEVRON,transport,fuel,False,False,False,False,-474.26
a1cc9a7efbfb46e49f8f32d7855879f7,A00000001,C0000001,2024-01-12T08:34:07,-96.79,USD,ExxonMobil,transport,5541,card_payment_contactless,contactless,Chicago,US,,EXXONMOBIL,transport,fuel,False,False,False,False,-571.05
77b1d42aa6674e1c83d0d2c7dabe46b8,A00000001,C0000001,2024-01-13T16:32:20,-28.7,USD,State Farm,housing,4899,ach_debit,direct_debit,,US,,STATE FARM,housing,home_insurance,True,False,False,False,-599.75
e1851314efad4dd888bda52d7fa31b34,A00000001,C0000001,2024-01-13T18:38:34,-67.65,USD,Target,groceries,5411,card_payment_contactless,contactless,Chicago,US,,TARGET,groceries,supermarket,False,False,False,False,-667.4
f5cf54c56952498bafe81fd356008be6,A00000001,C0000001,2024-01-13T14:41:32,-58.98,USD,Lowe's,shopping,5211,card_payment_online,online,,US,,LOWE'S,shopping,home_improvement,False,False,False,False,-726.38
e33d3471107d40419c6551a97f0e7211,A00000001,C0000001,2024-01-13T16:18:28,-68.72,USD,Macy's,shopping,5651,card_payment_online,online,,US,,MACY'S,shopping,clothing,False,False,False,False,-795.1
738d9ddbfd43430fad9b8b13870004e1,A00000001,C0000001,2024-01-13T12:46:37,-23.04,USD,Chipotle,dining,5814,card_payment_contactless,contactless,Chicago,US,,CHIPOTLE,dining,fast_food,False,False,False,False,-818.14
79498b103d734271a837c778d4114712,A00000001,C0000001,2024-01-13T05:24:30,-79.08,USD,Shell,transport,5541,card_payment_contactless,contactless,Chicago,US,,SHELL SERVICE,transport,fuel,False,False,False,False,-897.21
7d491dca5d5143eca9c154a2ce4c0a31,A00000001,C0000001,2024-01-13T16:29:29,-44.32,USD,Local Diner,dining,5812,card_payment,in_store,Chicago,US,,LOCAL DINER,dining,restaurant,False,False,False,False,-941.53
c537a0575c6543ef8eebf344c3904cb9,A00000001,C0000001,2024-01-14T10:09:01,-28.17,USD,Chipotle,dining,5814,card_payment,in_store,Chicago,US,,CHIPOTLE,dining,fast_food,False,False,False,False,-969.71
59a95a13d0a1423bb42a0f9466886fb7,A00000001,C0000001,2024-01-14T17:30:17,-60.09,USD,Kroger,groceries,5411,card_payment_contactless,contactless,Chicago,US,,KROGER,groceries,supermarket,False,False,False,False,-1029.8
a06380dd140e414bb69574c1561e1c00,A00000001,C0000001,2024-01-14T10:04:40,-16.52,USD,Chick-fil-A,dining,5814,card_payment_online,online,,US,,CHICK-FIL-A,dining,fast_food,False,False,False,False,-1046.32
f8fcca8313c24f83a8e21f864dc843af,A00000001,C0000001,2024-01-14T06:51:33,-80.0,USD,ATM,finance,6011,atm_withdrawal,atm,Chicago,US,,ATM WITHDRAWAL CHICAGO,finance,atm_withdrawal,False,False,False,True,-1126.32
4f37211ee27a435589ad13f8e52b5eed,A00000001,C0000001,2024-01-15T08:48:25,-12.84,USD,Spotify,subscriptions,4899,ach_debit,direct_debit,,US,,SPOTIFY,subscriptions,streaming_music,True,False,False,False,-1139.16
2b7a268e8b1748d799a0ac960f39af7f,A00000001,C0000001,2024-01-15T17:29:43,-50.0,USD,ATM,finance,6011,atm_withdrawal,atm,Chicago,US,,ATM WITHDRAWAL CHICAGO,finance,atm_withdrawal,False,False,False,True,-1189.16
e104f642340940bcb0d3f31e4173331d,A00000001,C0000001,2024-01-16T18:38:18,-239.72,USD,Costco,groceries,5411,card_payment_contactless,contactless,Chicago,US,,COSTCO,groceries,supermarket,False,False,False,False,-1428.88
9918baccb04d4298be288b59e647e676,A00000001,C0000001,2024-01-16T09:37:20,-62.2,USD,Amazon,shopping,5942,card_payment_online,online,,US,,AMZN MKTP,shopping,ecommerce,False,False,False,False,-1491.08
13bfb6075a944fcc813fa7e1d8e705d5,A00000001,C0000001,2024-01-16T18:58:21,-53.14,USD,Whole Foods,groceries,5411,card_payment_online,online,,US,,WHOLE FOODS,groceries,supermarket,False,False,False,False,-1544.22
1e5cb3a2ddbe4a97b9f236891ca7ffeb,A00000001,C0000001,2024-01-16T19:03:21,-24.6,USD,Cardinal Regional Bank - Overdraft Fee,finance,6012,fee,direct_debit,,US,,OVERDRAFT FEE,finance,overdraft_fee,False,False,False,False,-1568.82
ea5abfd20072406180ab02efc9870169,A00000001,C0000001,2024-01-16T18:41:41,-73.93,USD,Safeway,groceries,5411,card_payment,in_store,Chicago,US,,SAFEWAY,groceries,supermarket,False,False,False,False,-1642.75
f905bb1399aa4b23a3e083f1731c97cf,A00000001,C0000001,2024-01-17T20:46:58,-112.61,USD,Whole Foods,groceries,5411,card_payment_online,online,,US,,WHOLE FOODS,groceries,supermarket,False,False,False,False,-1755.36
b584bf5c559c45cbb7820cf65c1a5c60,A00000001,C0000001,2024-01-17T17:40:28,-51.14,USD,Trader Joe's,groceries,5411,card_payment,in_store,Chicago,US,,TRADER JOE'S,groceries,supermarket,False,False,False,False,-1806.5
c495152a35624956a1765e7c16deb08e,A00000001,C0000001,2024-01-17T12:56:31,-39.3,USD,Uber,transport,4121,card_payment_online,online,,US,,UBER  *TRIP,transport,rideshare,False,False,False,False,-1845.8
99b6ab0c00cf4ed1a0f328cc95cc88b1,A00000001,C0000001,2024-01-18T14:19:44,-53.44,USD,ExxonMobil,transport,5541,card_payment,in_store,Chicago,US,,EXXONMOBIL,transport,fuel,False,False,False,False,-1899.24
50c31e0d86af45edb3555ebcd463d054,A00000001,C0000001,2024-01-18T14:04:34,-15.26,USD,7-Eleven,groceries,5411,card_payment,in_store,Chicago,US,,7-ELEVEN,groceries,convenience,False,False,False,False,-1914.5
389cc27513154cbb8c8f745531568b9b,A00000001,C0000001,2024-01-19T12:42:56,-14.06,USD,Chipotle,dining,5814,card_payment_contactless,contactless,Chicago,US,,CHIPOTLE,dining,fast_food,False,False,False,False,-1928.56
8551b7f4643c497c8b04be90230f35a7,A00000001,C0000001,2024-01-19T12:47:56,-23.8,USD,Cardinal Regional Bank - Overdraft Fee,finance,6012,fee,direct_debit,,US,,OVERDRAFT FEE,finance,overdraft_fee,False,False,False,False,-1928.56
9cc83be629d6471fb3b1e188d803f64d,A00000001,C0000001,2024-01-19T16:43:29,-12.87,USD,McDonald's,dining,5814,card_payment_online,online,,US,,MCDONALD'S,dining,fast_food,False,False,False,False,-1941.43
4075d7f933344f3dab8448b0f4f61df2,A00000001,C0000001,2024-01-20T20:01:01,-2.83,USD,MTA Transit,transport,4111,card_payment_contactless,contactless,Chicago,US,,MTA TRANSIT,transport,transit,False,False,False,False,-1944.26
ec757071ac534053b06a3c117d97a493,A00000001,C0000001,2024-01-26T18:32:45,5894.46,USD,EMPLOYER LLC 624,income,0000,ach_credit,transfer,,US,,DIRECT DEP EMPLOYER LLC 624,income,salary,False,True,False,False,3950.2
f49a6a472c8647c0b8e59bf0a7584f1e,A00000001,C0000001,2024-01-26T07:57:15,-6.08,USD,E-ZPass,transport,4784,card_payment_online,online,,US,,E-ZPASS,transport,tolls,False,False,False,False,3944.12
be6b937fcf3d455a99a161b583ebecba,A00000001,C0000001,2024-01-26T16:54:33,-59.53,USD,Whole Foods,groceries,5411,card_payment,in_store,Chicago,US,,WHOLE FOODS,groceries,supermarket,False,False,False,False,3884.59
4b8db01e61dd4781b58ce8159427d0cc,A00000001,C0000001,2024-01-26T17:06:08,-116.45,USD,Whole Foods,groceries,5411,card_payment_online,online,,US,,WHOLE FOODS,groceries,supermarket,False,False,False,False,3768.14
d48f148df1164f3482fc4ec022aa6b7b,A00000001,C0000001,2024-01-26T15:39:50,-180.74,USD,Walmart,groceries,5411,card_payment_online,online,,US,,WAL MART #,groceries,supermarket,False,False,False,False,3587.4
7022e7bb9e7f415981c05a7e3b46d4a3,A00000001,C0000001,2024-01-27T11:50:12,-16.28,USD,Chipotle,dining,5814,card_payment_contactless,contactless,Chicago,US,,CHIPOTLE,dining,fast_food,False,False,False,False,3571.12
26e25fcae17a49e79927d5923590ce96,A00000001,C0000001,2024-01-27T09:23:50,-137.02,USD,Nike,shopping,5661,card_payment,in_store,Chicago,US,,NIKE,shopping,footwear,False,False,False,False,3434.1
6c949f8af3fc4e0d927cdf23aeb0489b,A00000001,C0000001,2024-01-27T12:40:43,-55.58,USD,DoorDash,dining,5812,card_payment_online,online,,US,,DD *DOORDASH,dining,delivery,False,False,False,False,3378.52
d7d2b51c05374564adab42aeccc3a20e,A00000001,C0000001,2024-01-27T07:20:54,-200.24,USD,Nike,shopping,5661,card_payment_online,online,,US,,NIKE,shopping,footwear,False,False,False,False,3178.27
d4e69c39e5a64fa7a9711708284a4932,A00000001,C0000001,2024-01-27T07:11:12,-268.68,USD,Best Buy,shopping,5722,card_payment_contactless,contactless,Chicago,US,,BEST BUY,shopping,electronics,False,False,False,False,2909.59
5dcf8c406255426695e712d3a6f79e99,A00000001,C0000001,2024-01-28T19:25:18,-39.61,USD,National Grid,utilities,4900,ach_debit,direct_debit,,US,,NATIONAL GRID,utilities,gas,True,False,False,False,2869.98
249d1981221b449ea790a8a348abe26f,A00000001,C0000001,2024-01-28T22:40:49,-144.46,USD,Best Buy,shopping,5722,card_payment_online,online,,US,,BEST BUY,shopping,electronics,False,False,False,False,2725.52
5ca86d7ead804c99b01cd2b997e5481e,A00000001,C0000001,2024-01-28T12:14:16,-8.22,USD,7-Eleven,groceries,5411,card_payment,in_store,Chicago,US,,7-ELEVEN,groceries,convenience,False,False,False,False,2717.3
6cfc4615ce904e19b25b1100f46c430b,A00000001,C0000001,2024-01-28T07:20:22,-53.34,USD,Family Clinic,health,8011,card_payment,in_store,Chicago,US,,FAMILY CLINIC,health,doctor,False,False,False,False,2663.96
b3d3eb1be6b4416eb58ad9ecbab7df60,A00000001,C0000001,2024-01-28T19:30:37,-86.37,USD,Costco Gas,transport,5541,card_payment,in_store,Chicago,US,,COSTCO GAS,transport,fuel,False,False,False,False,2577.59
d1bbbdc606634421a86baea7430dee52,A00000001,C0000001,2024-01-29T18:51:52,-81.64,USD,Walmart,groceries,5411,card_payment_contactless,contactless,Chicago,US,,WAL MART #,groceries,supermarket,False,False,False,False,2495.94
34ef0073eeaf4517a08b94b6e2bbf782,A00000001,C0000001,2024-01-29T07:24:03,-117.29,USD,Safeway,groceries,5411,card_payment,in_store,Chicago,US,,SAFEWAY,groceries,supermarket,False,False,False,False,2378.65
